Epoch,Num trials,Number correct,Time
0,8156,835,38.232682056725025
1,8156,2055,38.244387064129114
2,8156,2662,38.24885815335438
3,8156,3263,38.252452763263136
4,8156,3836,38.24829867109656
5,8156,3580,38.26556386379525
6,8156,3699,38.266821950208396
7,8156,3583,38.27383797476068
8,8156,4010,38.27549510495737
9,8156,4394,38.28287955420092
10,8156,4712,38.274281242862344
11,8156,4784,38.26789242820814
12,8156,5196,38.263909021858126
13,8156,5046,38.2494362690486
14,8156,5083,38.23633988760412
15,8156,5722,38.22738969977945
16,8156,5366,38.218701667152345
17,8156,5733,38.202361634001136
18,8156,6142,38.19413031172007
19,8156,5860,38.180471463128924
20,8156,6026,38.17319389432669
21,8156,6149,38.16982665285468
22,8156,6433,38.16880767699331
23,8156,6613,38.17100292397663
24,8156,6161,38.17759979888797
25,8156,6206,38.17358190193772
26,8156,6417,38.170296378899366
27,8156,6503,38.17373791709542
28,8156,6665,38.17367695597932
29,8156,6819,38.17523200577125
30,8156,6814,38.173465446103364
31,8156,6877,38.174580740276724
32,8156,7043,38.17315535992384
33,8156,7084,38.17833856213838
34,8156,7058,38.180395086761564
35,8156,6882,38.18205934902653
36,8156,7032,38.17847189307213
37,8156,7023,38.18193188495934
38,8156,6909,38.182367908768356
39,8156,6746,38.183010631706566
40,8156,6777,38.1848102430813
41,8156,6972,38.18435468105599
42,8156,7265,38.179861672222614
43,8156,7263,38.1891018091701
44,8156,7325,38.185977677349
45,8156,7237,38.1808213442564
46,8156,7254,38.37541393376887
47,8156,7272,38.18930126726627
48,8156,7226,39.50132552115247
49,8156,7141,38.18102717259899
